customerId,products
544,279
544,102
544,186
544,220
544,261
544,48
544,213
544,186
544,186
545,111
545,20
545,20
545,165
546,2
546,2
547,213
547,213
547,213
549,25
549,25
549,297
549,236
549,236
550,230
550,230
550,230
551,282
551,33
551,33
551,33
551,140
551,293
551,213
551,111
551,111
551,111
553,13
553,42
554,9
554,9
554,199
555,263
555,211
555,191
555,268
556,287
556,160
556,160
558,224
559,256
559,20
559,21
562,33
562,20
562,20
563,82
563,154
563,154
563,154
563,173
565,234
565,234
565,286
566,273
567,145
567,145
567,257
567,191
567,191
568,24
568,24
568,88
568,29
568,29
568,213
568,23
568,260
569,33
570,23
570,23
570,29
570,29
570,107
570,107
572,236
572,236
572,62
572,199
572,23
572,23
573,166
573,15
573,15
575,296
575,2
577,11
577,11
577,11
578,172
578,172
578,172
578,20
578,20
579,20
579,2
579,177
579,177
579,177
580,2
582,297
583,23
584,11
584,11
584,2
584,2
584,107
584,107
585,41
585,41
585,33
588,111
589,23
589,16
589,107
589,29
590,23
590,23
591,241
591,146
592,49
592,190
592,190
592,2
592,227
593,2
593,163
593,163
593,163
594,2
594,181
597,135
597,135
597,41
597,41
597,41
597,2
597,2
598,70
598,135
598,12
598,12
598,66
598,66
598,62
599,49
599,49
599,190
599,190
600,224
600,33
601,241
602,2
606,33
606,33
606,250
608,118
608,118
608,33
608,33
610,236
610,176
610,13
610,146
614,62
614,116
615,162
616,181
617,111
619,173
619,173
619,82
619,82
619,82
620,143
624,230
624,230
624,230
626,57
626,45
627,182
627,182
627,182
627,9
627,9
627,9
628,29
628,29
628,11
628,11
629,97
631,59
632,2
632,63
632,1
635,163
635,163
635,163
636,20
639,133
640,24
641,111
641,111
641,111
644,82
646,213
646,213
649,25
649,214
650,256
650,3
650,3
650,3
652,20
652,241
652,118
652,118
652,15
653,2
654,55
654,86
656,13
656,2
656,2
656,259
658,70
658,201
658,198
659,2
659,8
660,109
660,109
660,2
660,55
661,43
661,12
661,107
661,107
662,2
662,2
662,2
662,9
664,86
664,166
664,250
664,122
664,58
664,234
666,265
666,25
667,33
667,33
667,33
670,89
672,236
672,236
672,36
672,67
672,48
673,209
673,209
674,236
674,236
674,25
674,150
674,29
675,13
675,136
675,136
675,43
675,43
675,152
675,29
675,29
675,29
676,25
677,23
677,29
677,2
677,2
677,239
677,170
677,264
677,44
677,11
677,23
678,162
678,114
678,44
679,23
679,23
679,29
679,29
679,114
679,114
679,11
680,118
680,118
680,287
680,236
680,236
680,41
682,111
682,44
684,236
684,12
684,17
684,236
684,94
684,37
684,9
684,37
684,9
684,159
685,107
685,29
685,11
686,158
686,158
686,6
686,6
687,281
687,127
687,287
687,127
687,127
687,172
687,281
687,135
687,281
687,44
688,195
688,20
690,68
691,25
692,55
692,121
692,121
692,114
693,240
693,240
693,240
694,259
694,2
694,2
694,214
694,43
695,236
695,236
695,236
697,2
697,12
697,263
697,263
697,263
698,23
698,179
699,25
699,20
699,49
699,190
700,230
701,13
702,1
702,29
702,29
702,146
702,23
702,23
702,23
703,102
704,286
704,36
704,79
704,8
704,8
704,88
704,23
704,38
704,107
705,281
705,281
705,89
705,20
705,20
705,259
705,199
705,12
705,12
706,47
706,2
706,2
707,234
708,33
708,33
709,195
709,61
710,107
710,23
710,29
710,11
710,33
710,33
711,2
711,33
712,2
712,2
712,40
712,198
712,18
712,18
712,109
713,2
713,211
713,264
713,2
713,15
713,33
713,135
713,2
713,20
713,33
714,152
715,26
717,2
720,290
720,2
720,2
721,263
721,165
721,165
721,30
722,161
723,71
724,268
724,40
726,26
726,6
730,26
731,61
731,1
731,60
733,44
733,44
733,44
733,9
733,9
733,195
733,297
734,15
734,2
734,2
734,2
734,263
734,263
735,20
735,120
735,102
737,70
737,188
739,20
740,17
740,20
740,20
740,20
741,149
743,247
743,247
743,20
744,198
744,183
744,183
744,183
744,9
744,9
745,51
747,169
747,29
747,252
747,23
748,196
748,17
748,17
749,23
749,23
749,107
749,107
749,40
749,50
749,20
749,20
749,29
749,29
750,23
750,134
750,134
750,29
750,29
750,210
750,12
752,13
752,13
753,2
753,2
753,254
755,26
757,89
757,49
757,49
757,49
758,227
758,47
759,9
759,9
759,9
759,50
759,50
759,50
759,26
759,26
759,26
761,20
761,20
762,250
762,250
763,298
763,15
766,111
766,50
766,50
766,33
767,173
767,173
767,173
768,2
768,23
768,29
769,41
769,41
770,2
770,231
770,198
770,198
770,198
771,33
771,33
771,33
773,96
773,143
774,286
775,58
775,58
775,58
776,217
776,214
777,143
777,195
777,134
777,134
777,134
778,9
780,21
781,156
781,156
781,156
781,40
781,40
783,78
783,60
783,216
783,25
783,93
783,93
783,229
783,229
783,229
784,21
784,111
784,23
786,39
787,159
787,159
788,213
788,213
791,11
791,11
791,2
791,2
791,23
791,23
791,107
791,107
792,243
792,37
792,37
792,37
793,78
793,33
796,136
796,192
796,257
796,97
797,11
797,11
797,29
797,29
797,23
797,23
798,79
798,79
798,287
798,36
798,2
798,2
798,8
798,62
798,62
799,230
799,230
799,230
799,280
799,280
800,143
801,2
801,2
803,61
803,62
803,233
804,51
805,107
805,29
805,33
806,102
807,51
809,20
809,236
809,236
810,1
810,43
811,213
811,33
812,136
813,107
813,109
815,20
815,33
815,33
818,182
818,128
818,9
818,77
819,48
819,36
819,36
819,2
819,8
819,175
819,61
820,13
820,9
821,213
821,213
821,118
821,118
821,54
821,54
822,263
823,79
823,229
823,229
823,36
823,36
823,38
823,8
823,48
824,182
824,12
824,12
824,12
824,9
825,61
825,61
825,263
825,263
825,263
826,25
827,17
827,17
827,287
827,15
827,111
827,111
827,111
829,184
829,184
829,11
829,184
829,107
829,23
829,29
829,215
829,23
829,23
830,15
830,278
831,286
831,115
831,187
831,187
832,124
833,236
833,36
834,71
836,150
836,25
836,192
838,29
838,29
838,23
838,23
839,2
839,70
839,20
839,21
839,41
839,41
839,41
841,110
841,110
841,2
841,2
841,21
842,217
844,78
845,213
845,213
845,172
845,111
845,111
845,196
845,196
847,225
847,225
847,190
847,2
848,76
848,17
849,73
849,40
849,159
849,11
849,11
849,11
849,12
849,55
849,55
850,20
851,20
851,2
851,76
852,199
852,146
852,146
852,297
853,23
853,23
853,2
853,168
853,175
854,2
856,263
857,20
857,130
858,36
858,120
859,2
859,2
860,12
862,145
862,211
862,11
862,11
862,2
864,264
864,23
864,23
864,261
864,36
864,29
864,29
864,33
864,33
865,200
865,200
865,33
865,33
865,33
866,1
866,59
866,43
868,28
868,268
868,25
868,287
868,287
868,247
870,29
870,23
870,107
870,107
871,25
871,25
872,48
872,1
872,44
872,106
872,61
872,78
872,229
872,229
872,2
874,250
875,182
875,182
875,182
877,23
877,29
877,184
879,9
879,287
879,11
879,11
879,44
879,7
882,216
885,107
885,29
885,29
885,23
885,149
885,36
885,8
886,107
886,107
886,1
886,109
886,23
886,23
886,29
886,29
888,102
888,2
889,60
889,234
889,229
889,61
889,289
889,96
889,167
889,2
891,111
891,111
891,111
892,20
892,20
892,20
892,23
892,11
892,11
892,11
892,12
892,102
892,102
893,94
893,230
893,230
893,230
893,134
894,29
894,107
894,23
895,36
895,15
895,34
895,34
895,34
895,120
895,120
895,110
895,110
897,29
897,29
897,11
897,11
897,246
897,246
897,246
897,284
897,284
897,284
898,152
899,33
899,33
900,231
900,133
900,44
900,273
900,273
901,234
901,224
901,34
901,34
901,34
901,28
901,28
901,28
902,218
902,218
902,259
902,208
902,208
903,220
905,2
905,247
905,20
906,29
906,29
906,23
906,23
906,107
906,107
908,112
908,220
908,183
908,183
908,17
912,9
912,9
912,9
912,282
912,282
912,282
913,4
913,4
914,67
914,138
914,138
915,102
915,102
915,198
915,138
915,138
915,133
915,186
915,186
918,66
919,280
919,233
920,198
923,110
923,110
923,12
923,243
924,182
924,182
924,182
925,17
925,282
925,282
929,162
929,162
930,2
930,29
930,29
930,29
930,11
930,11
930,239
932,156
932,156
932,20
932,43
932,188
932,67
932,140
932,220
932,17
934,36
934,36
934,48
934,48
934,8
934,8
934,38
934,38
936,12
936,213
936,213
936,213
936,280
937,2
937,2
939,279
939,187
939,47
940,2
941,4
941,47
942,29
942,29
942,29
942,2
943,23
943,23
943,29
943,29
944,273
944,195
944,180
945,133
945,44
945,44
945,88
947,181
948,220
948,220
948,263
948,50
948,50
949,236
949,236
950,25
951,191
951,191
951,2
951,2
951,145
952,299
954,64
954,236
954,236
955,17
955,17
958,109
958,192
959,114
959,11
959,11
959,2
959,2
959,67
959,224
959,224
960,68
960,68
960,78
962,2
962,27
962,181
962,181
962,181
962,148
962,148
962,148
963,286
964,109
966,124
966,33
966,44
967,23
967,55
967,29
967,210
967,107
968,15
968,263
968,109
968,279
968,279
970,87
970,20
971,26
971,26
971,26
972,2
973,241
973,111
974,213
974,213
974,293
974,145
974,145
974,77
975,15
975,15
975,15
975,23
975,23
975,23
976,26
976,26
976,227
976,227
976,177
976,177
977,61
978,250
978,43
978,11
978,11
978,11
978,29
978,13
979,33
979,195
979,2
985,282
985,282
985,282
986,135
987,76
989,11
989,11
991,23
991,23
991,29
991,29
991,107
991,107
992,216
994,179
995,23
995,23
995,23
995,107
995,107
995,107
997,183
997,183
997,183
998,43
999,20
999,20
999,43
999,43
999,43
1000,33
1000,150
1003,2
1003,11
1003,11
1003,11
1005,11
1005,11
1005,11
1006,154
1006,154
1007,33
1008,2
1008,2
1009,68
1009,68
1009,68
1010,109
1012,44
1012,44
1013,37
1013,37
1013,37
1013,20
1015,111
1015,111
1015,111
1015,261
1015,261
1015,261
1016,11
1016,11
1016,11
1016,2
1016,2
1016,23
1016,23
1016,23
1017,60
1021,92
1023,170
1023,231
1024,33
1025,20
1026,20
1026,20
1026,20
1027,157
1027,175
1027,215
1028,260
1029,20
1029,2
1030,26
1030,26
1030,26
1031,152
1031,2
1033,217
1033,217
1033,217
1033,17
1033,201
1033,44
1033,166
1033,1
1034,143
1034,229
1034,229
1034,105
1035,299
1035,139
1035,139
1036,231
1036,231
1036,231
1037,157
1037,282
1037,128
1038,3
1038,3
1038,3
1038,20
1038,20
1039,154
1039,154
1039,154
1039,182
1039,182
1039,182
1040,20
1040,133
1040,133
1040,21
1040,50
1041,163
1041,230
1041,230
1041,230
1042,163
1042,163
1042,127
1042,127
1042,127
1042,259
1043,110
1043,110
1043,110
1044,84
1044,43
1045,297
1045,183
1045,183
1046,25
1047,66
1047,263
1047,33
1048,16
1048,16
1049,54
1049,213
1049,213
1049,20
1049,20
1050,33
1050,213
1051,249
1052,26
1052,26
1052,26
1052,77
1052,268
1052,268
1052,208
1052,259
1052,259
1052,20
1053,215
1053,47
1053,20
1054,130
1054,7
1054,172
1054,66
1054,9
1054,240
1054,66
1054,287
1054,167
1054,50
1056,86
1056,20
1056,18
1057,1
1057,1
1057,2
1057,2
1057,2
1057,43
1057,43
1057,280
1059,267
1059,160
1059,160
1060,227
1061,277
1061,220
1061,33
1061,84
1061,43
1061,2
1061,2
1062,217
1062,217
1062,133
1063,20
1063,20
1063,234
1064,12
1065,280
1065,280
1065,213
1065,213
1066,121
1066,121
1066,121
1066,24
1067,2
1067,94
1067,21
1068,220
1068,2
1069,143
1069,143
1069,162
1070,58
1070,18
1070,18
1070,0
1070,0
1073,11
1073,11
1073,89
1073,89
1073,89
1073,269
1073,107
1073,20
1074,94
1074,23
1074,107
1074,29
1075,162
1075,29
1075,29
1075,102
1075,219
1075,33
1075,37
1075,91
1075,37
1075,102
1076,15
1077,165
1077,165
1078,22
1079,142
1080,195
1080,231
1080,231
1081,289
1081,289
1082,23
1082,23
1082,23
1082,78
1082,78
1082,33
1082,29
1082,29
1082,78
1082,29
1083,115
1083,115
1084,25
1084,26
1084,2
1084,2
1084,27
1084,20
1084,20
1085,11
1085,11
1085,25
1085,20
1085,23
1085,175
1085,29
1085,29
1085,107
1086,2
1087,105
1087,286
1088,234
1088,20
1088,144
1088,15
1089,175
1089,172
1089,209
1089,29
1089,20
1089,23
1090,4
1091,230
1091,2
1091,111
1092,13
1092,13
1092,13
1092,162
1092,162
1092,1
1092,15
1093,120
1093,263
1093,263
1093,2
1093,2
1093,33
1094,93
1094,289
1094,13
1094,70
1094,70
1095,2
1095,2
1095,234
1095,112
1095,70
1097,2
1097,200
1097,200
1097,1
1097,1
1097,256
1100,15
1100,78
1100,261
1104,208
1105,133
1106,88
1108,1
1108,38
1110,195
1110,251
1110,23
1110,107
1112,23
1112,23
1112,23
1112,11
1112,11
1112,11
1113,234
1113,297
1115,114
1115,224
1116,290
1116,290
1116,201
1116,201
1116,201
1116,40
1116,40
1116,40
1117,2
1117,2
1117,94
1117,36
1117,192
1117,8
1119,2
1132,23
1132,11
1132,11
1132,29
1132,107
1134,44
1134,44
1134,195
1134,16
1135,251
1135,100
1135,20
1135,20
1135,20
1137,23
1137,23
1137,196
1137,196
1137,196
1137,227
1137,182
1137,107
1137,107
1138,253
1138,253
1138,253
1138,20
1138,20
1139,2
1140,267
1142,43
1142,168
1142,299
1145,11
1145,11
1145,11
1147,20
1147,20
1147,234
1147,13
1150,287
1150,44
1150,44
1150,44
1150,135
1150,157
1150,157
1150,20
1150,20
1150,20
1156,94
1156,41
1156,68
1159,118
1160,56
1160,65
1162,107
1162,107
1162,29
1162,29
1162,29
1162,44
1162,44
1175,68
1175,68
1177,162
1177,162
1177,198
1178,281
1178,281
1178,23
1178,29
1178,281
1178,20
1178,29
1178,23
1178,20
1178,23
1179,66
1179,66
1179,144
1179,242
1180,2
1180,2
1201,282
1201,282
1201,282
1202,38
1202,194
1202,79
1202,48
1203,47
1203,210
1206,12
1206,20
1206,20
1227,21
1228,52
1229,32
1230,20
1230,20
1230,20
1252,61
1263,145
1264,234
1264,2
1291,9
1291,9
1291,9
1308,81
2048,61
2048,233
2048,2
2049,20
2049,20
3,196
3,196
3,196
2052,29
2052,11
2052,11
2052,11
2052,23
2052,23
5,91
5,91
2057,48
2057,150
2058,29
11,287
11,104
11,50
11,111
11,20
2060,234
